png-large,psd-large,svg-small,psd-medium,jpeg-large,png-small,png-medium,jpeg-medium,psd-small,svg-large,svg-medium,jpeg-small
0,0,0,0.78,0.58,0.56,0.61,0.62,0.62,0.67,0.66,0.63,0.64
