deepfield.tar,misc.tar,uiq2-8.bin,uiq2-4.bin,uiq2-16.bin,uiq-32.bin,fannie_mae_500k.tar,artificl.tar,large.tar,vmlinux-5.10.tar,enwik8.tar,silesia.tar,ambivert.wav.tar
0,0,0,0.8,0.81,0.84,0.88,0.9,0.9,0.88,0.87,0.87,0.87,0.87
