ambivert.wav.tar,large.tar,silesia.tar,artificl.tar,uiq2-16.bin,enwik8.tar,uiq-32.bin,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,deepfield.tar
0,0,0,0.69,0.6,0.5,0.56,0.45,0.5,0.49,0.45,0.39,0.41,0.39
