svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.65,0.44,0.6,0.41,0.46,0.39,0.36,0.39,0.3,0.34
