artificl.tar,ambivert.wav.tar,large.tar,silesia.tar,enwik8.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin
0,0,0,0.53,0.62,0.73,0.79,0.8,0.82,0.82,0.8,0.79,0.78,0.78
