jpeg-small,jpeg-medium,jpeg-large,psd-medium,svg-medium,svg-small,png-small,svg-large,psd-large,png-medium,psd-small,png-large
0,0,0,0.91,0.91,0.91,0.86,0.78,0.73,0.72,0.72,0.72,0.72
