enwik8.tar,artificl.tar,deepfield.tar,silesia.tar,uiq-32.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,uiq2-16.bin
0,0,0,0.6,0.35,0.54,0.41,0.5,0.32,0.39,0.42,0.36,0.34,0.45
