jpeg-large,jpeg-medium,psd-large,svg-medium,svg-small,jpeg-small,psd-small,svg-large,png-small,png-large,psd-medium,png-medium
0,0,0,0.84,0.8,0.74,0.67,0.67,0.68,0.68,0.69,0.7,0.69
