png-medium,png-large,psd-small,psd-medium,jpeg-medium,jpeg-small,svg-medium,svg-large,psd-large,svg-small,jpeg-large,png-small
0,0,0,0.83,0.68,0.5,0.37,0.63,0.5,0.47,0.53,0.44,0.53
