png-large,jpeg-small,svg-large,jpeg-medium,svg-small,svg-medium,png-medium,png-small,psd-large,psd-medium,jpeg-large,psd-small
0,0,0,0.76,0.65,0.51,0.44,0.52,0.55,0.42,0.48,0.55,0.4
