enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,large.tar,deepfield.tar,uiq-32.bin,uiq2-8.bin,misc.tar,ambivert.wav.tar,silesia.tar,artificl.tar
0,0,0,0.91,0.77,0.52,0.75,0.61,0.6,0.58,0.37,0.33,0.51,0.46
