enwik8.tar,uiq2-8.bin,ambivert.wav.tar,silesia.tar,uiq-32.bin,misc.tar,uiq2-4.bin,large.tar,uiq2-16.bin,deepfield.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar
0,0,0,0.96,0.93,0.91,0.92,0.88,0.85,0.86,0.86,0.86,0.85,0.85
