psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.84,0.74,0.72,0.76,0.74,0.74,0.73,0.71,0.69,0.7
