svg-small,psd-large,png-small,psd-small,jpeg-medium,svg-large,png-medium,psd-medium,png-large,jpeg-small,svg-medium,jpeg-large
0,0,0,0.62,0.43,0.38,0.58,0.3,0.42,0.36,0.44,0.41,0.5
