svg-small,psd-large,png-small,psd-small,jpeg-medium,svg-large,png-medium,psd-medium,png-large,jpeg-small,svg-medium,jpeg-large
0,0,0,0.62,0.62,0.68,0.65,0.64,0.63,0.63,0.66,0.66,0.65
