png-medium,psd-medium,jpeg-large,jpeg-medium,png-small,psd-large,psd-small,svg-large,svg-medium,svg-small,jpeg-small,png-large
0,0,0,0.8,0.84,0.86,0.83,0.81,0.79,0.75,0.73,0.71,0.69
