deepfield.tar,silesia.tar,vmlinux-5.10.tar,uiq2-4.bin,uiq-32.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin,artificl.tar,misc.tar,large.tar
0,0,0,0.65,0.7,0.74,0.75,0.76,0.76,0.77,0.79,0.8,0.78,0.76
