uiq2-4.bin,uiq2-16.bin,misc.tar,uiq-32.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,uiq2-8.bin,large.tar,deepfield.tar,ambivert.wav.tar,silesia.tar,artificl.tar,enwik8.tar
0,0,0,0.86,0.84,0.83,0.81,0.81,0.82,0.82,0.81,0.81,0.81,0.81
