png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.86,0.69,0.66,0.59,0.44,0.44,0.35,0.44,0.29,0.43
