svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.64,0.71,0.75,0.74,0.69,0.71,0.72,0.73,0.73,0.73
