misc.tar,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,deepfield.tar,enwik8.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-4.bin,large.tar,artificl.tar,uiq2-16.bin,uiq2-8.bin
0,0,0,0.67,0.45,0.62,0.51,0.23,0.71,0.54,0.45,0.46,0.5,0.47
