enwik8.tar,uiq2-8.bin,ambivert.wav.tar,silesia.tar,uiq-32.bin,misc.tar,uiq2-4.bin,large.tar,uiq2-16.bin,deepfield.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar
0,0,0,0.82,0.83,0.47,0.54,0.58,0.56,0.42,0.57,0.28,0.37,0.5
