uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,artificl.tar,large.tar,uiq2-8.bin,silesia.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,enwik8.tar,misc.tar
0,0,0,0.96,0.9,0.9,0.83,0.79,0.81,0.82,0.83,0.83,0.84,0.84
