jpeg-medium,png-medium,svg-large,psd-large,psd-small,psd-medium,svg-medium,svg-small,png-small,jpeg-large,png-large,jpeg-small
0,0,0,0.8,0.71,0.71,0.71,0.71,0.71,0.69,0.69,0.67,0.69
