vmlinux-5.10.tar,enwik8.tar,misc.tar,fannie_mae_500k.tar,large.tar,ambivert.wav.tar,uiq2-4.bin,deepfield.tar,silesia.tar,artificl.tar,uiq2-8.bin,uiq-32.bin,uiq2-16.bin
0,0,0,0.88,0.86,0.86,0.88,0.88,0.9,0.9,0.9,0.89,0.89,0.89
