svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.64,0.61,0.49,0.57,0.46,0.29,0.51,0.44,0.39,0.61
