uiq2-4.bin,enwik8.tar,uiq-32.bin,silesia.tar,misc.tar,uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,large.tar,vmlinux-5.10.tar,artificl.tar
0,0,0,0.91,0.91,0.92,0.9,0.88,0.89,0.89,0.8,0.86,0.86,0.8
