png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.96,0.83,0.75,0.72,0.7,0.67,0.65,0.66,0.67,0.65
