uiq2-4.bin,large.tar,vmlinux-5.10.tar,misc.tar,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-8.bin,silesia.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,enwik8.tar,artificl.tar
0,0,0,0.91,0.88,0.86,0.82,0.83,0.82,0.83,0.82,0.82,0.83,0.83
