psd-large,png-large,png-medium,jpeg-small,psd-medium,jpeg-large,svg-small,psd-small,png-small,jpeg-medium,svg-large,svg-medium
0,0,0,0.69,0.51,0.48,0.27,0.38,0.58,0.35,0.62,0.54,0.51
