psd-large,jpeg-small,png-large,psd-small,psd-medium,svg-small,svg-large,svg-medium,jpeg-medium,jpeg-large,png-medium,png-small
0,0,0,0.64,0.65,0.71,0.71,0.71,0.65,0.65,0.65,0.67,0.67
