svg-medium,png-medium,png-large,svg-large,psd-large,png-small,jpeg-large,jpeg-medium,jpeg-small,psd-small,psd-medium,svg-small
0,0,0,0.73,0.8,0.75,0.7,0.71,0.67,0.7,0.68,0.67,0.67
