uiq2-16.bin,ambivert.wav.tar,uiq2-4.bin,large.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-8.bin,misc.tar,enwik8.tar,deepfield.tar,artificl.tar,silesia.tar,uiq-32.bin
0,0,0,0.91,0.89,0.9,0.88,0.89,0.88,0.86,0.84,0.83,0.8,0.77
