uiq2-4.bin,deepfield.tar,vmlinux-5.10.tar,enwik8.tar,large.tar,fannie_mae_500k.tar,silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-16.bin,uiq2-8.bin,misc.tar,uiq-32.bin
0,0,0,0.69,0.72,0.78,0.82,0.82,0.81,0.8,0.78,0.77,0.79,0.77
