artificl.tar,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,deepfield.tar,large.tar,misc.tar,uiq2-16.bin,silesia.tar,enwik8.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.73,0.59,0.48,0.54,0.38,0.36,0.56,0.4,0.35,0.38,0.39
