uiq2-16.bin,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,artificl.tar,uiq2-8.bin,silesia.tar,misc.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq-32.bin,enwik8.tar,large.tar
0,0,0,0.89,0.73,0.78,0.63,0.37,0.52,0.51,0.52,0.48,0.48,0.52
