png-medium,jpeg-small,jpeg-medium,psd-large,svg-small,svg-medium,png-large,psd-small,jpeg-large,svg-large,png-small,psd-medium
0,0,0,0.81,0.78,0.77,0.74,0.72,0.72,0.71,0.72,0.73,0.71
