ambivert.wav.tar,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,uiq2-8.bin,misc.tar,silesia.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,large.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.78,0.84,0.85,0.86,0.88,0.88,0.89,0.9,0.91,0.9,0.9
