uiq2-4.bin,enwik8.tar,uiq-32.bin,silesia.tar,misc.tar,uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,deepfield.tar,uiq2-8.bin,large.tar,vmlinux-5.10.tar,artificl.tar
0,0,0,0.87,0.85,0.86,0.85,0.84,0.86,0.83,0.83,0.82,0.82,0.82
