large.tar,vmlinux-5.10.tar,uiq2-16.bin,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar,misc.tar,artificl.tar,uiq2-4.bin,enwik8.tar,uiq-32.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.9,0.89,0.89,0.86,0.86,0.85,0.86,0.85,0.85,0.84,0.85
