svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.7,0.72,0.35,0.58,0.55,0.31,0.35,0.45,0.44,0.34
