ambivert.wav.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,silesia.tar,large.tar
0,0,0,0.87,0.89,0.88,0.83,0.79,0.81,0.79,0.76,0.75,0.75,0.76
