png-medium,png-large,png-small,svg-large,svg-medium,psd-small,jpeg-small,jpeg-medium,psd-medium,svg-small,jpeg-large,psd-large
0,0,0,0.49,0.37,0.34,0.35,0.31,0.39,0.41,0.42,0.54,0.44
