large.tar,artificl.tar,vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,ambivert.wav.tar,uiq-32.bin,enwik8.tar,uiq2-16.bin,misc.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.69,0.55,0.57,0.32,0.48,0.4,0.38,0.45,0.42,0.36,0.43
