png-medium,png-large,svg-large,jpeg-small,svg-small,jpeg-medium,psd-small,psd-medium,jpeg-large,svg-medium,psd-large,png-small
0,0,0,0.89,0.77,0.68,0.66,0.67,0.67,0.67,0.69,0.7,0.7
