jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.6,0.64,0.73,0.73,0.73,0.72,0.72,0.72,0.7,0.71
