jpeg-small,svg-medium,svg-small,png-small,psd-small,png-medium,psd-large,svg-large,jpeg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.64,0.63,0.41,0.4,0.25,0.36,0.44,0.35,0.33,0.4
