svg-large,svg-medium,psd-small,psd-large,jpeg-medium,jpeg-small,png-small,jpeg-large,svg-small,png-medium,png-large,psd-medium
0,0,0,0.58,0.55,0.59,0.65,0.67,0.65,0.65,0.62,0.6,0.62
