png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.64,0.69,0.66,0.6,0.61,0.62,0.63,0.65,0.65,0.63
