psd-large,png-large,png-medium,jpeg-small,psd-medium,jpeg-large,svg-small,psd-small,png-small,jpeg-medium,svg-large,svg-medium
0,0,0,0.85,0.8,0.79,0.75,0.75,0.74,0.72,0.73,0.74,0.73
