ambivert.wav.tar,uiq2-16.bin,silesia.tar,large.tar,enwik8.tar,uiq-32.bin,misc.tar,artificl.tar,uiq2-4.bin,deepfield.tar,uiq2-8.bin,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.87,0.87,0.87,0.87,0.86,0.84,0.85,0.84,0.84,0.83,0.84
