uiq2-16.bin,artificl.tar,deepfield.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-8.bin,large.tar,silesia.tar,uiq2-4.bin,enwik8.tar
0,0,0,0.64,0.34,0.43,0.4,0.47,0.42,0.33,0.38,0.39,0.33,0.43
