deepfield.tar,large.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar,enwik8.tar,silesia.tar,artificl.tar,misc.tar
0,0,0,0.84,0.68,0.54,0.52,0.44,0.59,0.52,0.35,0.55,0.47,0.46
