artificl.tar,ambivert.wav.tar,uiq2-8.bin,enwik8.tar,uiq2-4.bin,silesia.tar,misc.tar,uiq-32.bin,uiq2-16.bin,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,large.tar
0,0,0,0.78,0.84,0.85,0.85,0.84,0.83,0.81,0.82,0.81,0.81,0.81
