png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.77,0.74,0.7,0.69,0.67,0.57,0.52,0.58,0.43,0.53
