png-small,svg-medium,svg-large,png-medium,psd-small,png-large,psd-medium,jpeg-medium,svg-small,jpeg-large,psd-large,jpeg-small
0,0,0,0.55,0.57,0.47,0.45,0.37,0.25,0.33,0.37,0.38,0.42
