jpeg-large,jpeg-medium,psd-large,svg-medium,svg-small,jpeg-small,psd-small,svg-large,png-small,png-large,psd-medium,png-medium
0,0,0,0.93,0.92,0.86,0.79,0.86,0.76,0.54,0.5,0.55,0.65
