uiq2-8.bin,uiq2-16.bin,deepfield.tar,vmlinux-5.10.tar,artificl.tar,enwik8.tar,silesia.tar,uiq2-4.bin,large.tar,misc.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.95,0.92,0.9,0.87,0.86,0.85,0.85,0.85,0.85,0.85,0.85
