svg-large,psd-small,psd-large,png-medium,png-large,svg-medium,jpeg-medium,png-small,jpeg-large,svg-small,jpeg-small,psd-medium
0,0,0,0.56,0.63,0.66,0.69,0.69,0.66,0.67,0.67,0.68,0.69
