png-small,jpeg-small,svg-small,jpeg-large,psd-small,psd-large,psd-medium,jpeg-medium,png-medium,svg-large,png-large,svg-medium
0,0,0,0.73,0.72,0.71,0.72,0.71,0.74,0.75,0.75,0.71,0.71
