deepfield.tar,uiq2-4.bin,artificl.tar,uiq2-8.bin,ambivert.wav.tar,uiq2-16.bin,enwik8.tar,silesia.tar,large.tar,vmlinux-5.10.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.71,0.61,0.64,0.65,0.65,0.67,0.68,0.69,0.69,0.7,0.68
