svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.5,0.41,0.53,0.53,0.26,0.33,0.37,0.48,0.44,0.37
