psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.69,0.55,0.39,0.49,0.58,0.48,0.38,0.6,0.42,0.44
