silesia.tar,deepfield.tar,uiq2-8.bin,artificl.tar,vmlinux-5.10.tar,enwik8.tar,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,large.tar,misc.tar,uiq2-16.bin
0,0,0,0.89,0.9,0.88,0.87,0.9,0.9,0.88,0.85,0.87,0.82,0.84
